clairo - i haven't left my bed yet (remix),https://youtu.be/tBaeE0GQYmU
Taeko Ohnuki - Sunshower (Full Album),https://youtu.be/98fqXx-KFgI
Oneohtrix Point Never - The Pure and the Damned (ft. Iggy Pop),https://youtu.be/MRPc2b9i2oc
THE COOL KIDS   CHECKOUT,https://youtu.be/B0cJkiRjwHE
THE KHAN - VICES FT. LIL TRACY (Official Music Video),https://youtu.be/Go-urO062sg
Ka5sh - I'm Depressed [Official Music Video],https://youtu.be/jXSZkZyOdvY
Living off Memes: The Life of a Professional Meme-Maker | NBC News,https://youtu.be/f9PmA5j3EXg
FITH FEATURING SQUADDA B - AND I SWEAR (OFFICIAL MUSIC VIDEO),https://youtu.be/DmnINndqQIQ
Stash Marina - SuperFragile,https://youtu.be/MvI4_6fTDSE
Michelle Branch - Everywhere [Official Music Video],https://youtu.be/HLCasyAh7ic
Simple Steven - OVRWHLMD (Official Music Video) (prod. Party Trash),https://youtu.be/9P2lDcoSe2o
Greenova Greatest Hits (Produced By Squadda B) SIDE B TRAILER,https://youtu.be/-uVhPn42gGE
NOAH 23 - BEST TO EVER DO IT ( VIDEO ),https://youtu.be/7KzyrOxsvsM
"6 Dogs - ""Faygo Dreams"" Official Music Video | Pigeons & Planes Premieres",https://youtu.be/AU9sXfISeiA
Namir Blade - UFO,https://youtu.be/bpSXY1PbyjY
..Origins..,https://youtu.be/rxuP6y4HpOw
o f f i c i a l l y m i s s i n g y o u (Feat. OKLOU),https://youtu.be/4R_2fCj4C-k
Mondre M.A.N - Helen Keller (Prod by Rav Mojo),https://youtu.be/7ESfYMIhNb0
MondreM.A.N. : : Gettin High,https://youtu.be/qnAEihOL06M
MondreM.A.N. - Ancient Times (MUSIC VIDEO),https://youtu.be/ZxOAOEfyGMI
MondreM.A.N. - Ha Haaaa (Music Video),https://youtu.be/A13CvXpbT5M
Main Attrakionz - Still the Legion,https://youtu.be/kwI8WgEQLBM
QEEI & Party Trash - Akira,https://youtu.be/_6F4c8SjiaE
Méne - Nunca es tu piel (Prod. Profff),https://youtu.be/N1-PIaJfu-U
JoeyBagaDohNutz - AVALANCHE! (prod. by BLOWN),https://youtu.be/Tvg-Wu34zjA
Mall Grab Boiler Room Paris DJ set,https://youtu.be/MWoPYICAbw4
diving sun,https://youtu.be/NTC3ZfgtTzc
Aaron Cohen - See Red (Official Video),https://youtu.be/O_5KYZSw07w
Rosalía - De Plata,https://youtu.be/NfDEEyg3AdA
KILLY & 16yrold - No Romance,https://youtu.be/E_xRMGvVHfs
